image,steering_angle
sunny_1.jpg,-0.373665106110275
sunny_2.jpg,-0.0653962884098291
sunny_3.jpg,-0.160735441371799
sunny_4.jpg,0.317896057851613
sunny_5.jpg,0.19649308398366
sunny_6.jpg,-0.341386346518993
sunny_7.jpg,-0.0239574497565627
sunny_8.jpg,-0.253813835419714
sunny_9.jpg,0.302005162462592
sunny_10.jpg,-0.382671960256994
sunny_11.jpg,-0.0445358112454414
sunny_12.jpg,0.295319217257202
sunny_13.jpg,-0.187628504261374
sunny_14.jpg,-0.235088496655226
sunny_15.jpg,-0.324478502571583
sunny_16.jpg,-0.259755927883089
sunny_17.jpg,-0.135996666923165
sunny_18.jpg,-0.246417278051376
sunny_19.jpg,-0.0041795324534177
sunny_20.jpg,-0.0717142429202795
sunny_21.jpg,-0.0109193271026015
sunny_22.jpg,-0.290488004125655
sunny_23.jpg,0.280798097513616
sunny_24.jpg,-0.0073060883209109
sunny_25.jpg,0.054001429490745
sunny_26.jpg,-0.0361109904944897
sunny_27.jpg,0.091887172870338
sunny_28.jpg,0.36143460534513
sunny_29.jpg,0.0265875650569797
sunny_30.jpg,0.193329541757703
sunny_31.jpg,0.17688310444355
sunny_32.jpg,-0.222215628437698
sunny_33.jpg,-0.128657217137516
sunny_34.jpg,0.181585834547877
sunny_35.jpg,-0.2383296135813
sunny_36.jpg,-0.182876561954618
sunny_37.jpg,-0.218397068604827
sunny_38.jpg,0.0534354530274868
sunny_39.jpg,-0.138904266059399
sunny_40.jpg,0.389985826052725
sunny_41.jpg,-0.0990123322233558
sunny_42.jpg,-0.116424615308642
sunny_43.jpg,0.296584396064281
sunny_44.jpg,-0.246252699568868
sunny_45.jpg,0.351025518029928
sunny_46.jpg,-0.158407429605722
sunny_47.jpg,0.189574168622494
sunny_48.jpg,-0.0245865367352963
sunny_49.jpg,-0.1473513411358
sunny_50.jpg,-0.158859466947615
sunny_51.jpg,-0.184153610654175
sunny_52.jpg,0.0989806083962321
sunny_53.jpg,-0.245223304629326
sunny_54.jpg,0.175522996112704
sunny_55.jpg,-0.0399316793307662
sunny_56.jpg,-0.031970134191215
sunny_57.jpg,-0.107520465739071
sunny_58.jpg,-0.307946600951254
sunny_59.jpg,-0.008216555044055
sunny_60.jpg,0.080454489402473
sunny_61.jpg,0.121060693450272
sunny_62.jpg,0.0352403599768877
sunny_63.jpg,0.323462156206369
sunny_64.jpg,0.176023894362152
sunny_65.jpg,0.132005844265223
sunny_66.jpg,-0.23770522531122
sunny_67.jpg,0.168770981952548
sunny_68.jpg,-0.158837950788438
sunny_69.jpg,-0.254850535467267
sunny_70.jpg,-0.152874748408794
sunny_71.jpg,0.0796802015975118
sunny_72.jpg,-0.121088012680411
sunny_73.jpg,0.22882976680994
sunny_74.jpg,-0.0231375949457288
sunny_75.jpg,-0.337532845512033
sunny_76.jpg,-0.346924703940749
sunny_77.jpg,-0.141828945092857
sunny_78.jpg,-0.0058629030361771
sunny_79.jpg,0.377604829333723
sunny_80.jpg,0.283300495520234
sunny_81.jpg,-0.109145560488105
sunny_82.jpg,-0.16703457608819
sunny_83.jpg,0.222385364025831
sunny_84.jpg,0.113678401894867
sunny_85.jpg,0.248893249407411
sunny_86.jpg,0.270351527445018
sunny_87.jpg,-0.0125456428155303
sunny_88.jpg,0.209905987791717
sunny_89.jpg,-0.259688534587622
sunny_90.jpg,0.325761017389595
sunny_91.jpg,-0.0742313547059894
sunny_92.jpg,-0.284870309568942
sunny_93.jpg,-0.321018800884485
sunny_94.jpg,0.183007398620248
sunny_95.jpg,-0.0581858400255442
sunny_96.jpg,-0.284668886847794
sunny_97.jpg,0.246350332349539
sunny_98.jpg,-0.0131150366738438
sunny_99.jpg,-0.320080558955669
sunny_100.jpg,-0.214994687773287
sunny_101.jpg,0.100611611828208
sunny_102.jpg,-0.261501328088343
sunny_103.jpg,0.178225623071194
sunny_104.jpg,-0.06711818408221
sunny_105.jpg,0.145268215425313
sunny_106.jpg,0.0606878824532032
sunny_107.jpg,-0.341340810619295
sunny_108.jpg,0.356527830474079
sunny_109.jpg,-0.270546470023692
sunny_110.jpg,0.347482648305595
sunny_111.jpg,0.279929988831282
sunny_112.jpg,-0.234190719388425
sunny_113.jpg,-0.260144966840744
sunny_114.jpg,0.334377834759653
sunny_115.jpg,0.290316262096167
sunny_116.jpg,-0.0840958036482334
sunny_117.jpg,0.396830887533724
sunny_118.jpg,-0.0840053828433156
sunny_119.jpg,0.11262563765049
sunny_120.jpg,-0.0019200254231691
sunny_121.jpg,-0.397324952669442
sunny_122.jpg,0.393694687820971
sunny_123.jpg,0.183406245149672
